Record_ID,Date,Time,Zone,Area,Mobility_Demand,Trip_Count,Weather_Condition,Available_Vehicles,Delay_Minutes,Mode_of_Transportation,Latitude,Longitude,Possible_Reason
887,2025-08-10,19:00:00,Central,Shivajinagar,389,306,Cloudy,106,3.0,Scooter,12.988604,77.607068,Normal operating conditions
885,2025-08-10,20:00:00,West,Nagarbhavi,302,244,Cloudy,139,13.5,Bus,12.952766,77.513535,Normal operating conditions
889,2025-08-11,10:00:00,South,Koramangala,261,213,Sunny,143,7.3,Car,12.929516,77.63034,Normal operating conditions
891,2025-08-11,14:00:00,North,Malleshwaram,207,184,Sunny,200,5.6,Bus,13.008888,77.562669,Normal operating conditions
890,2025-08-11,17:00:00,Central,Shivajinagar,309,283,Windy,136,10.6,Car,12.986071,77.60707,Normal operating conditions
892,2025-08-11,20:00:00,South,HSR Layout,356,291,Rainy,98,9.7,Car,12.907772,77.641662,Normal operating conditions
895,2025-08-12,08:00:00,Central,MG Road,429,368,Cloudy,208,2.2,Bus,12.974904,77.606238,Normal operating conditions
893,2025-08-12,10:00:00,South,Jayanagar,271,240,Windy,119,14.0,Bus,12.924255,77.594012,Normal operating conditions
894,2025-08-12,17:00:00,East,Whitefield,331,280,Sunny,214,10.0,Bike,12.973026,77.746192,Normal operating conditions
896,2025-08-12,20:00:00,East,Whitefield,446,406,Sunny,98,6.1,Metro,12.970203,77.752594,Normal operating conditions
898,2025-08-13,06:00:00,South,Jayanagar,242,220,Sunny,224,10.5,Car,12.930425,77.59174,Normal operating conditions
899,2025-08-13,10:00:00,East,Whitefield,290,226,Rainy,174,14.9,Car,12.967593,77.748304,Normal operating conditions
897,2025-08-13,12:00:00,West,Rajajinagar,159,146,Sunny,196,0.9,Metro,12.986406,77.555394,Normal operating conditions
900,2025-08-13,21:00:00,East,Indiranagar,256,206,Sunny,137,8.1,Bike,12.980819,77.639851,Normal operating conditions
901,2025-08-14,06:00:00,West,Vijayanagar,223,187,Sunny,121,6.7,Scooter,12.974701,77.540088,Normal operating conditions
903,2025-08-14,09:00:00,South,Jayanagar,443,331,Rainy,190,5.3,Metro,12.925389,77.599234,Normal operating conditions
904,2025-08-14,10:00:00,West,Vijayanagar,216,176,Rainy,127,8.9,Bike,12.971021,77.547824,Normal operating conditions
902,2025-08-14,20:00:00,South,HSR Layout,328,238,Sunny,133,18.5,Scooter,12.906954,77.634462,Normal operating conditions
905,2025-08-15,09:00:00,East,Indiranagar,468,381,Rainy,204,6.4,Bus,12.976104,77.640955,Normal operating conditions
908,2025-08-15,19:00:00,Central,Richmond Town,434,394,Sunny,206,8.8,Bus,12.964381,77.595407,Normal operating conditions
906,2025-08-15,21:00:00,Central,Shivajinagar,341,291,Sunny,154,8.6,Bus,12.980778,77.605021,Normal operating conditions
907,2025-08-15,21:00:00,North,Hebbal,274,206,Rainy,93,8.2,Scooter,13.039497,77.601814,Normal operating conditions
910,2025-08-16,16:00:00,West,Rajajinagar,198,149,Rainy,196,8.7,Bike,12.991802,77.546956,Normal operating conditions
909,2025-08-16,18:00:00,Central,Richmond Town,418,304,Sunny,186,0.3,Bus,12.963101,77.597415,Normal operating conditions
911,2025-08-16,20:00:00,South,Koramangala,333,282,Foggy,108,4.0,Bus,12.933156,77.623555,Normal operating conditions
912,2025-08-16,21:00:00,Central,MG Road,361,298,Sunny,230,4.3,Metro,12.972161,77.608898,Normal operating conditions
914,2025-08-17,14:00:00,North,Hebbal,184,152,Foggy,122,13.3,Metro,13.030936,77.601837,Normal operating conditions
916,2025-08-17,16:00:00,North,Yelahanka,276,205,Sunny,146,11.8,Metro,13.100375,77.595223,Normal operating conditions
913,2025-08-17,18:00:00,North,Hebbal,238,184,Sunny,196,9.8,Car,13.03075,77.595823,Normal operating conditions
915,2025-08-17,20:00:00,East,Whitefield,349,254,Windy,184,6.7,Scooter,12.967998,77.75565,Normal operating conditions
919,2025-08-18,09:00:00,South,Jayanagar,390,354,Rainy,108,11.8,Scooter,12.931728,77.594125,Normal operating conditions
917,2025-08-18,12:00:00,North,Hebbal,186,158,Sunny,114,15.0,Metro,13.035738,77.600247,Normal operating conditions
918,2025-08-18,18:00:00,West,Nagarbhavi,324,268,Cloudy,175,12.2,Metro,12.956773,77.505267,Normal operating conditions
920,2025-08-18,20:00:00,Central,Richmond Town,414,311,Sunny,158,12.4,Bus,12.962529,77.596395,Normal operating conditions
923,2025-08-19,12:00:00,North,Hebbal,158,138,Sunny,155,4.3,Bike,13.030466,77.600641,Normal operating conditions
921,2025-08-19,12:00:00,South,Jayanagar,176,157,Sunny,206,7.5,Car,12.928194,77.591062,Normal operating conditions
922,2025-08-19,16:00:00,West,Rajajinagar,225,192,Sunny,97,0.7,Bike,12.991174,77.556608,Normal operating conditions
924,2025-08-19,21:00:00,South,Koramangala,255,218,Rainy,158,11.1,Car,12.930324,77.629455,Normal operating conditions
926,2025-08-20,06:00:00,East,Whitefield,337,299,Cloudy,184,15.4,Metro,12.965233,77.75483,Normal operating conditions
928,2025-08-20,09:00:00,South,HSR Layout,359,318,Cloudy,161,2.0,Scooter,12.91308,77.635656,Normal operating conditions
925,2025-08-20,18:00:00,North,Hebbal,315,276,Sunny,228,1.9,Metro,13.033625,77.602658,Normal operating conditions
927,2025-08-20,20:00:00,Central,MG Road,325,277,Sunny,159,10.5,Car,12.979419,77.606503,Normal operating conditions
931,2025-08-21,06:00:00,East,Marathahalli,310,269,Sunny,178,11.3,Bus,12.956795,77.69409,Normal operating conditions
929,2025-08-21,09:00:00,Central,MG Road,420,330,Windy,121,5.3,Bus,12.973725,77.606481,Normal operating conditions
932,2025-08-21,10:00:00,South,Jayanagar,330,252,Sunny,175,6.0,Bus,12.926271,77.595844,Normal operating conditions
930,2025-08-21,21:00:00,South,Koramangala,271,216,Cloudy,212,6.3,Bike,12.936911,77.620268,Normal operating conditions
933,2025-08-22,07:00:00,Central,Shivajinagar,431,366,Sunny,228,7.5,Metro,12.98571,77.605844,Normal operating conditions
935,2025-08-22,09:00:00,South,Jayanagar,306,250,Cloudy,113,7.7,Car,12.927619,77.588778,Normal operating conditions
934,2025-08-22,16:00:00,Central,MG Road,315,287,Sunny,220,5.8,Scooter,12.975732,77.60697,Normal operating conditions
936,2025-08-22,16:00:00,Central,MG Road,279,245,Sunny,161,7.9,Car,12.97537,77.61242,Normal operating conditions
939,2025-08-23,06:00:00,North,Yelahanka,290,219,Cloudy,137,7.6,Metro,13.106446,77.599538,Normal operating conditions
938,2025-08-23,12:00:00,Central,MG Road,245,188,Windy,182,6.5,Scooter,12.980114,77.604285,Normal operating conditions
937,2025-08-23,17:00:00,West,Vijayanagar,287,236,Sunny,150,0.5,Bus,12.967187,77.545376,Normal operating conditions
940,2025-08-23,20:00:00,East,Indiranagar,337,258,Foggy,149,11.1,Scooter,12.972608,77.635153,Normal operating conditions
941,2025-08-24,08:00:00,West,Nagarbhavi,258,193,Cloudy,105,6.7,Scooter,12.956901,77.505681,Normal operating conditions
944,2025-08-24,09:00:00,Central,Richmond Town,377,345,Sunny,159,2.5,Scooter,12.958901,77.593965,Normal operating conditions
942,2025-08-24,16:00:00,Central,Shivajinagar,294,222,Windy,129,2.3,Bike,12.980947,77.602933,Normal operating conditions
943,2025-08-24,18:00:00,East,Marathahalli,383,345,Cloudy,128,0.0,Bus,12.960225,77.693125,Normal operating conditions
947,2025-08-25,06:00:00,East,Whitefield,246,197,Sunny,188,8.3,Car,12.967646,77.754089,Normal operating conditions
945,2025-08-25,07:00:00,West,Vijayanagar,245,200,Sunny,111,6.6,Scooter,12.977048,77.542406,Normal operating conditions
948,2025-08-25,12:00:00,Central,Shivajinagar,198,162,Sunny,198,0.4,Bike,12.98417,77.600398,Normal operating conditions
946,2025-08-25,20:00:00,East,Whitefield,352,319,Sunny,139,2.2,Bike,12.968482,77.752761,Normal operating conditions
952,2025-08-26,06:00:00,West,Nagarbhavi,314,226,Rainy,159,7.9,Metro,12.959093,77.506702,Normal operating conditions
949,2025-08-26,14:00:00,South,Koramangala,199,146,Sunny,230,16.0,Bike,12.935108,77.629639,Normal operating conditions
950,2025-08-26,17:00:00,West,Vijayanagar,271,243,Cloudy,110,4.4,Car,12.966509,77.548516,Normal operating conditions
951,2025-08-26,18:00:00,Central,MG Road,340,310,Cloudy,162,5.1,Car,12.970896,77.604223,Normal operating conditions
956,2025-08-27,14:00:00,South,Koramangala,225,190,Rainy,230,9.1,Scooter,12.937341,77.619538,Normal operating conditions
953,2025-08-27,16:00:00,North,Malleshwaram,250,208,Rainy,205,9.8,Scooter,13.007697,77.564519,Normal operating conditions
954,2025-08-27,19:00:00,West,Rajajinagar,291,260,Windy,192,10.6,Metro,12.996844,77.547996,Normal operating conditions
955,2025-08-27,20:00:00,Central,Shivajinagar,381,343,Rainy,108,3.1,Car,12.990191,77.60629,Normal operating conditions
960,2025-08-28,12:00:00,North,Yelahanka,177,159,Sunny,110,11.8,Car,13.106203,77.591276,Normal operating conditions
957,2025-08-28,17:00:00,South,HSR Layout,300,237,Cloudy,165,8.0,Car,12.916232,77.636774,Normal operating conditions
958,2025-08-28,19:00:00,South,HSR Layout,387,336,Sunny,209,3.5,Bus,12.912553,77.638279,Normal operating conditions
959,2025-08-28,20:00:00,South,Jayanagar,382,298,Cloudy,143,1.9,Bus,12.932563,77.594539,Normal operating conditions
963,2025-08-29,08:00:00,East,Marathahalli,487,426,Rainy,113,8.4,Metro,12.954509,77.694391,Normal operating conditions
964,2025-08-29,12:00:00,East,Whitefield,208,185,Sunny,192,7.4,Car,12.967124,77.747272,Normal operating conditions
961,2025-08-29,14:00:00,West,Rajajinagar,133,116,Sunny,131,1.9,Car,12.994276,77.547541,Normal operating conditions
962,2025-08-29,16:00:00,South,HSR Layout,271,210,Sunny,134,5.9,Scooter,12.910735,77.639042,Normal operating conditions
965,2025-08-30,08:00:00,South,Jayanagar,309,260,Sunny,159,8.9,Bike,12.926138,77.587458,Normal operating conditions
966,2025-08-30,12:00:00,South,Koramangala,250,204,Rainy,198,2.9,Bike,12.929898,77.62353,Normal operating conditions
968,2025-08-30,17:00:00,Central,Shivajinagar,423,324,Windy,121,6.8,Metro,12.98874,77.607507,Normal operating conditions
967,2025-08-30,21:00:00,North,Malleshwaram,243,204,Sunny,227,11.9,Metro,13.003798,77.568871,Normal operating conditions
972,2025-08-31,07:00:00,Central,Shivajinagar,330,261,Sunny,148,10.1,Car,12.989788,77.604613,Normal operating conditions
969,2025-08-31,09:00:00,South,HSR Layout,369,298,Foggy,195,4.4,Metro,12.909794,77.642706,Normal operating conditions
971,2025-08-31,21:00:00,Central,MG Road,275,221,Cloudy,97,2.8,Car,12.979075,77.60249,Normal operating conditions
970,2025-08-31,21:00:00,North,Hebbal,232,170,Rainy,126,4.4,Bike,13.036718,77.602041,Normal operating conditions
973,2025-09-01,06:00:00,North,Malleshwaram,194,171,Sunny,147,5.4,Car,13.005386,77.570218,Normal operating conditions
976,2025-09-01,07:00:00,North,Hebbal,310,283,Sunny,131,0.0,Scooter,13.039904,77.601757,Normal operating conditions
974,2025-09-01,16:00:00,North,Hebbal,223,205,Rainy,220,13.0,Car,13.033893,77.592744,Normal operating conditions
975,2025-09-01,21:00:00,West,Vijayanagar,210,175,Cloudy,159,6.3,Car,12.977684,77.54511,Normal operating conditions
977,2025-09-02,09:00:00,Central,MG Road,446,358,Sunny,163,3.2,Metro,12.980058,77.600828,Normal operating conditions
980,2025-09-02,10:00:00,South,Koramangala,376,280,Rainy,117,11.9,Metro,12.937413,77.618901,Normal operating conditions
978,2025-09-02,12:00:00,East,Whitefield,214,169,Sunny,224,9.0,Scooter,12.969273,77.746897,Normal operating conditions
979,2025-09-02,21:00:00,North,Yelahanka,237,214,Cloudy,143,5.4,Bike,13.095631,77.592311,Normal operating conditions
981,2025-09-03,07:00:00,South,HSR Layout,345,297,Sunny,225,8.3,Bike,12.907485,77.638002,Normal operating conditions
984,2025-09-03,09:00:00,West,Rajajinagar,259,217,Sunny,192,9.9,Scooter,12.994985,77.551062,Normal operating conditions
983,2025-09-03,12:00:00,Central,Shivajinagar,228,193,Cloudy,117,12.4,Bike,12.981547,77.60707,Normal operating conditions
982,2025-09-03,16:00:00,East,Indiranagar,309,254,Sunny,223,14.2,Scooter,12.975837,77.643542,Normal operating conditions
987,2025-09-04,07:00:00,Central,Richmond Town,361,320,Sunny,228,11.3,Bike,12.964825,77.596387,Normal operating conditions
985,2025-09-04,07:00:00,Central,Shivajinagar,495,429,Rainy,115,2.2,Metro,12.989415,77.607806,Normal operating conditions
986,2025-09-04,09:00:00,East,Whitefield,336,309,Cloudy,214,8.7,Car,12.971794,77.750066,Normal operating conditions
988,2025-09-04,09:00:00,West,Rajajinagar,287,227,Rainy,158,6.3,Bike,12.995783,77.551631,Normal operating conditions
990,2025-09-05,06:00:00,East,Indiranagar,282,237,Foggy,109,9.4,Scooter,12.972632,77.636798,Normal operating conditions
991,2025-09-05,07:00:00,South,HSR Layout,396,313,Sunny,160,7.2,Metro,12.91059,77.64016,Normal operating conditions
989,2025-09-05,16:00:00,Central,MG Road,355,283,Cloudy,187,8.4,Metro,12.974499,77.608991,Normal operating conditions
992,2025-09-05,18:00:00,Central,MG Road,500,420,Cloudy,212,8.7,Metro,12.977593,77.611932,Normal operating conditions
996,2025-09-06,06:00:00,West,Rajajinagar,220,164,Sunny,179,10.7,Bus,12.99747,77.546125,Normal operating conditions
993,2025-09-06,07:00:00,North,Malleshwaram,248,210,Sunny,116,5.7,Car,13.008084,77.561898,Normal operating conditions
995,2025-09-06,17:00:00,Central,MG Road,352,316,Sunny,190,8.4,Car,12.980322,77.604901,Normal operating conditions
994,2025-09-06,19:00:00,North,Hebbal,286,251,Cloudy,193,9.4,Bike,13.0403,77.592458,Normal operating conditions
1000,2025-09-07,07:00:00,North,Hebbal,349,305,Rainy,169,5.6,Scooter,13.030081,77.595807,Normal operating conditions
999,2025-09-07,16:00:00,Central,Richmond Town,376,342,Cloudy,192,10.9,Metro,12.959107,77.603806,Normal operating conditions
998,2025-09-07,16:00:00,North,Yelahanka,249,185,Foggy,107,4.3,Metro,13.09897,77.593084,Normal operating conditions
997,2025-09-07,21:00:00,East,Marathahalli,288,211,Cloudy,141,8.0,Scooter,12.962537,77.697468,Normal operating conditions
