GeoID,Date,City,Ward,Latitude,Longitude,Area_sq_km,Elevation_m,Land_Use,Green_Cover_Percentage,Road_Density_km_per_sq_km,Distance_to_City_Center_km,Zone,PINCode
626,2024-12-06, Bengaluru , East ,13.154797475975936,77.54975073223655,17.09,885,Commercial,22.1,1.41,-4.08,East,560034
220,2025-01-21, Bengaluru , Shivajinagar ,13.161888256321117,77.70510151470063,3.11,933,Residential,54.0,-0.4,21.44,Central,560001
690,2024-12-15, Bengaluru ,,13.164950016047783,77.73335202590575,6.19,875,Residential,113.3,6.89,9.95,North,560001
665,2024-12-17, Bengaluru , Dasarahalli ,13.155966359596936,77.50195276275839,19.82,868,Mixed Use,17.3,1.41,29.69,West,560078
413,2025-02-09, Bengaluru , East ,12.866947052247237,77.73921835215722,5.59,935,Mixed Use,50.4,-0.69,36.11,East,560102
648,2025-05-07, Bengaluru ,,12.907751956849467,77.58129921326325,6.4,980,Residential,17.9,9.66,22.86,West,560076
202,2024-04-03, Bengaluru , West ,13.080608099637528,77.54015644302349,14.5,889,Commercial,98.7,2.29,5.47,West,560076
563,2025-10-03, Bengaluru , East ,13.153612924084795,77.53340035878081,10.39,933,Commercial,48.0,5.88,23.95,East,560034
623,2024-08-14, Bengaluru , South ,13.156363867165902,77.73855754544,18.51,909,Commercial,40.8,6.82,11.62,South,560001
354,2024-11-02,, Hebbal ,12.979046169271188,77.5128893410091,11.27,956,Residential,21.5,14.41,12.24,North,560078
64,2024-05-19,,,13.064943321095626,77.69239234168266,4.8,975,Commercial,44.7,0.98,32.49,Central,560064
717,2024-01-07, Bengaluru , RR Nagar ,13.136531160078448,77.54088518672677,6.33,946,Institutional,47.7,13.01,8.63,West,560078
605,2024-12-20, Bengaluru , South ,13.131283495177916,77.4574555133707,6.89,940,Mixed Use,11.3,-2.76,32.59,South,560102
246,2024-11-29, Bengaluru , CV Raman Nagar ,12.994345542700914,77.45732396743632,18.01,934,,18.1,3.17,-1.43,East,560037
443,2024-04-24, Bengaluru , Yelahanka ,13.14305241090268,77.48194569369487,7.21,949,Institutional,33.4,1.22,33.56,North,560034
372,2024-04-16, Bengaluru , North ,12.885762050929014,77.7060246594346,12.97,879,Mixed Use,59.3,10.65,-2.94,North,560078
575,2024-06-11, Bengaluru , Bommanahalli ,13.06048297777123,77.49035663425146,15.03,864,Commercial,26.0,10.61,-0.49,South,560037
1,2025-02-08, Bengaluru ,,13.03755870150734,77.5779911209194,7.69,859,Mixed Use,1.8,4.64,32.21,South,560034
540,2025-03-21, Bengaluru , East ,12.940083449556754,77.65686057676461,8.18,853,Institutional,46.7,2.99,26.44,East,560078
376,2025-04-04, Bengaluru , South ,13.120920071014117,77.7774251168947,1.77,976,,51.1,-2.98,32.59,South,560034
217,2025-10-04,, Dasarahalli ,12.914437113973381,77.54501821001196,8.84,907,Institutional,57.8,2.55,9.33,West,560048
690,2024-12-15, Bengaluru ,,13.164950016047783,77.73335202590575,6.19,875,Residential,113.3,6.89,9.95,North,560001
188,2025-07-13, Bengaluru , North ,13.070329740844514,77.71015702004956,14.96,950,Industrial,42.2,2.8,23.3,North,560048
407,2025-03-13, Bengaluru , North ,13.063192225855717,77.60420952294712,4.5,976,Institutional,7.0,7.17,1.81,North,560001
149,2025-12-16, Bengaluru , North ,13.146297437137704,77.72238780330625,5.81,916,Commercial,40.1,6.79,6.24,North,560001
319,2024-10-18, Bengaluru , Shivajinagar ,12.88586065346241,77.70987392225739,11.44,893,Commercial,41.4,-1.35,35.62,Central,560001
685,2025-03-29, Bengaluru , Hebbal ,13.019085203386501,77.62590981611514,18.75,891,Institutional,21.5,8.94,34.98,North,560034
397,2025-01-17, Bengaluru , South ,13.069267147263275,77.59882860691245,5.78,937,,11.5,-0.32,18.77,South,560037
94,2024-12-02, Bengaluru , West ,12.935556272879662,77.78798336952057,8.74,850,Residential,32.7,0.62,17.71,West,560001
462,2025-08-31, Bengaluru , Dasarahalli ,13.072797781658476,77.7692341069434,13.28,967,Residential,44.5,6.68,8.9,West,560001
671,2024-04-14, Bengaluru ,,12.972022499196498,77.68538081484593,18.18,920,Residential,10.7,4.29,19.99,North,560048
656,2025-02-07, Bengaluru , South ,13.177228369671102,77.45651670319619,7.98,946,Commercial,53.2,6.8,30.08,South,560102
286,2024-04-04, Bengaluru , Hebbal ,13.030318892569126,77.7107499321909,16.39,864,Mixed Use,40.0,-1.61,13.76,North,560076
60,2024-02-14, Bengaluru , Mahadevapura ,12.868681091909673,77.77415873462505,18.32,891,Commercial,38.8,0.53,16.28,East,560048
715,2024-07-09, Bengaluru , West ,12.976813438269188,77.53130419038443,18.85,967,Commercial,17.0,1.03,11.09,West,560076
327,2024-07-31, Bengaluru , South ,13.001260710351964,77.70727032860115,8.91,854,Residential,27.5,4.87,22.38,South,560064
425,2024-01-05, Bengaluru , West ,13.088142548207854,77.55646881793169,11.02,858,Commercial,29.8,7.13,31.22,West,560076
721,2024-08-02, Bengaluru , Bommanahalli ,12.925495245166323,77.5572853099785,13.6,895,Institutional,50.3,-1.82,-4.55,South,560034
478,2025-09-27, Bengaluru , Yelahanka ,12.922800047193718,77.6543715083156,6.77,929,Residential,33.1,9.78,17.16,North,560078
44,2024-09-05, Bengaluru , Shivajinagar ,12.936470434518517,77.78621498043935,7.88,855,Mixed Use,19.6,4.64,11.66,Central,560102
662,2024-12-15, Bengaluru , Bommanahalli ,13.047593527678059,77.61088220516618,15.34,922,Mixed Use,19.4,-1.03,31.45,South,560034
636,2024-12-12, Bengaluru , RR Nagar ,12.917177657663359,77.64981195025598,6.27,944,Residential,53.8,0.29,13.87,West,560048
652,2025-05-14, Bengaluru , North ,12.871918512730801,77.79029960087585,18.14,980,Institutional,36.4,6.5,10.56,North,560034
529,2024-05-08, Bengaluru , Bommanahalli ,12.884468743006794,77.76496761802983,18.55,977,Industrial,6.7,0.29,33.06,South,560064
737,2024-08-20, Bengaluru , Hebbal ,12.914336900487879,77.68394343285667,19.76,954,Industrial,19.4,12.98,-4.8,North,560037
484,2024-07-11, Bengaluru , Mahadevapura ,13.132217615761116,77.67017423306899,5.62,936,,45.9,0.6,16.66,East,560001
219,2025-06-10, Bengaluru , Shivajinagar ,13.185245597761437,77.5766375136142,13.56,946,Residential,32.4,3.55,38.93,Central,560001
742,2024-10-18, Bengaluru , Shivajinagar ,12.970723699460969,77.67732825914109,18.4,908,Industrial,59.6,4.66,19.29,Central,560048
672,2025-08-10, Bengaluru , Shivajinagar ,12.980696129189447,77.70689564087948,15.13,908,Industrial,108.8,12.51,-3.9,Central,560037
306,2025-09-08, Bengaluru , Shivajinagar ,13.109135556803286,77.4959042871227,9.09,913,Institutional,52.1,-1.44,33.31,Central,560001
603,2024-10-03, Bengaluru , East ,13.02811463015881,77.50775139889383,6.02,872,Commercial,36.2,8.13,1.3,East,560001
119,2024-01-05, Bengaluru , CV Raman Nagar ,13.189057246822632,77.47496962429784,6.78,932,Mixed Use,54.4,2.25,-0.15,East,560102
610,2025-12-16, Bengaluru , Mahadevapura ,13.128096986959719,77.49070303822639,16.85,942,Commercial,11.8,7.63,5.83,East,560102
486,2025-06-26, Bengaluru , Mahadevapura ,13.001231685020645,77.47067715781007,4.91,861,Institutional,19.3,4.59,28.99,East,560078
126,2024-05-14, Bengaluru , West ,13.052070734656658,77.54593920361393,15.46,923,Institutional,17.2,3.96,19.69,West,560076
540,2025-03-21, Bengaluru , East ,12.940083449556754,77.65686057676461,8.18,853,Institutional,46.7,2.99,26.44,East,560078
62,2025-08-19, Bengaluru , Shivajinagar ,12.978607503372254,77.62625243927108,2.56,975,Mixed Use,47.9,5.25,3.08,Central,560102
82,2024-11-04, Bengaluru , North ,13.066066358269065,77.70316763300147,15.16,939,Industrial,19.2,14.19,39.77,North,560037
681,2024-07-12, Bengaluru , Shivajinagar ,13.132491885543198,77.49962901524779,14.94,979,Industrial,5.0,6.53,19.3,Central,560064
325,2025-07-26, Bengaluru , South ,12.947095989665645,77.62601089995385,9.83,897,,11.5,8.31,15.06,South,560076
386,2024-08-19, Bengaluru , South ,13.054127830358222,77.60652847972537,9.74,939,Commercial,39.5,6.13,39.57,South,560076
275,2024-03-17, Bengaluru ,,12.985459501691576,77.61923467869572,14.2,906,Mixed Use,28.0,9.69,19.07,North,560076
57,2024-03-05, Bengaluru , West ,13.08240925254336,77.50409325825954,13.93,951,Mixed Use,41.7,4.52,-2.69,West,560076
20,2025-01-09, Bengaluru , Hebbal ,13.188640673933234,77.52685574078068,9.47,974,Commercial,28.7,6.28,10.26,North,560048
440,2025-08-16,, Yelahanka ,12.859461161825635,77.63409347555675,6.04,938,Commercial,39.1,6.75,6.84,North,560001
87,2025-01-13, Bengaluru , Shivajinagar ,13.181790417506683,77.52353129533378,9.37,881,Institutional,8.1,1.94,12.99,Central,560001
186,2025-02-12, Bengaluru , Hebbal ,12.984041473198888,77.50293272797374,17.93,886,Residential,32.6,14.8,26.21,North,560078
586,2025-09-24, Bengaluru , CV Raman Nagar ,12.986307801736254,77.75128152235278,11.69,960,Residential,47.9,9.84,13.13,East,560102
650,2025-06-06, Bengaluru , East ,13.081157763490955,77.76777026375213,18.58,922,Commercial,47.7,-1.75,24.22,East,560064
317,2024-08-15, Bengaluru , West ,12.86713253824725,77.79572752212049,3.16,896,Industrial,33.1,-1.4,24.2,West,560078
35,2025-03-02, Bengaluru , RR Nagar ,13.144080861776795,77.45060948367113,17.18,880,Commercial,54.6,2.22,11.75,West,560078
412,2025-12-01, Bengaluru , RR Nagar ,12.904609334860844,77.5416998825626,18.39,892,Mixed Use,16.8,2.98,12.78,West,560064
139,2024-09-15, Bengaluru , RR Nagar ,13.182398965758338,77.53502474901862,15.07,906,Mixed Use,31.6,11.27,5.95,West,560037
315,2025-01-29, Bengaluru , CV Raman Nagar ,13.042942526539333,77.57564985544748,6.96,886,Commercial,37.4,11.42,2.2,East,560034
589,2024-12-23, Bengaluru , RR Nagar ,13.097318043253292,77.57871261791816,4.63,874,Mixed Use,46.5,9.86,13.71,West,560037
195,2025-10-20, Bengaluru ,,13.057471799829761,77.6118894512003,17.19,956,Commercial,29.2,5.84,18.03,North,560001
499,2025-12-07, Bengaluru , Mahadevapura ,13.004988487996243,77.66951690924463,10.97,945,Residential,46.5,9.48,22.03,East,560076
539,2025-06-25, Bengaluru , North ,13.047260380354233,77.51912583360753,11.0,955,Residential,12.2,5.26,-2.19,North,560037
403,2024-02-13, Bengaluru , West ,13.119892832055214,77.5112324677469,9.57,883,Mixed Use,9.7,-0.93,36.73,West,560076
29,2025-03-22, Bengaluru , Shivajinagar ,13.0011353856402,77.57723692850827,19.42,868,Commercial,13.3,-2.62,7.66,Central,560037
97,2025-07-21, Bengaluru , Yelahanka ,12.867394854794954,77.55514223901909,-0.25,971,Residential,55.0,8.01,22.75,North,560034
84,2024-10-30, Bengaluru , North ,13.0612980727731,77.59164967948148,18.39,960,Institutional,28.2,1.11,27.5,North,560048
447,2025-02-08, Bengaluru , CV Raman Nagar ,13.074701555465845,77.56881778963884,19.98,964,Institutional,52.1,0.92,5.23,East,560064
475,2025-07-24, Bengaluru , Dasarahalli ,13.004157097314671,77.77917663482435,8.24,934,Mixed Use,54.3,12.3,4.72,West,560037
20,2025-01-09, Bengaluru , Hebbal ,13.188640673933234,77.52685574078068,9.47,974,Commercial,28.7,6.28,10.26,North,560048
367,2025-08-09, Bengaluru , Dasarahalli ,12.967549053279424,77.60179960334798,7.57,933,,32.9,-2.31,6.44,West,560064
17,2025-09-15,, West ,12.910321349274707,77.6157225263617,12.24,933,Institutional,48.1,-1.09,20.21,West,560048
698,2025-09-26, Bengaluru , North ,12.928500312654673,77.62593889142293,10.22,912,Mixed Use,48.9,5.18,18.46,North,560048
586,2025-09-24, Bengaluru , CV Raman Nagar ,12.986307801736254,77.75128152235278,11.69,960,Residential,47.9,9.84,13.13,East,560102
302,2025-11-09, Bengaluru , CV Raman Nagar ,13.184425499312756,77.77512920530665,8.04,946,Commercial,48.3,11.78,39.59,East,560076
122,2025-04-18, Bengaluru , Mahadevapura ,13.139104841697797,77.77815333695894,9.86,859,Residential,23.6,1.33,10.08,East,560078
568,2024-05-14, Bengaluru , CV Raman Nagar ,12.918298558801075,77.48733605677683,7.8,931,Commercial,8.5,-1.65,9.25,East,560037
423,2024-03-13, Bengaluru , West ,12.879646810090751,77.51828178711168,3.19,922,Institutional,55.2,6.69,1.0,West,560048
402,2024-05-19, Bengaluru , North ,13.151840408321206,77.53509093635734,10.9,919,Mixed Use,54.4,4.83,26.38,North,560034
86,2024-01-11, Bengaluru , Shivajinagar ,13.191116846257694,77.46335093519038,5.31,901,Residential,30.1,0.69,16.41,Central,560001
393,2025-09-04, Bengaluru , RR Nagar ,13.19576150259941,77.58935592636496,2.42,899,Commercial,20.7,3.72,21.5,West,560034
108,2024-03-24, Bengaluru , Shivajinagar ,12.970722580315112,77.63180988552047,-4.16,974,Commercial,47.9,4.67,37.59,Central,560037
746,2024-07-25, Bengaluru , Yelahanka ,12.874479727589879,77.7902178080658,3.15,885,Industrial,30.9,5.08,-4.63,North,560037
272,2025-11-10, Bengaluru , Bommanahalli ,12.854601908232667,77.77675657014454,17.2,967,Industrial,33.7,2.97,-2.43,South,560048
507,2025-08-21, Bengaluru , CV Raman Nagar ,13.135396022075398,77.74043834809652,16.76,918,Industrial,56.9,7.05,29.82,East,560037
63,2024-05-11, Bengaluru , East ,13.130798700486782,77.62651972121415,3.21,883,Industrial,33.1,-2.02,17.68,East,560078
435,2024-10-30, Bengaluru ,,12.882334473643326,77.69962208338585,6.97,894,Residential,25.0,-2.67,14.42,East,560048
649,2024-12-08, Bengaluru , Dasarahalli ,13.014518602134125,77.7553645203913,13.51,909,Residential,26.1,6.14,9.47,West,560076
173,2024-10-16, Bengaluru , Bommanahalli ,12.918848828484172,77.70686127483756,13.02,870,Institutional,12.5,0.39,19.16,South,560001
379,2025-09-11, Bengaluru , RR Nagar ,13.150839650483423,77.76122227239016,14.7,881,Industrial,21.8,-1.23,7.68,West,560102
562,2025-01-05, Bengaluru , CV Raman Nagar ,13.11355541688964,77.59740824339197,17.46,889,Commercial,30.4,14.55,30.44,East,560102
208,2024-04-06, Bengaluru , RR Nagar ,12.903576463264562,77.54466419136223,8.17,912,Institutional,23.3,14.09,7.76,West,560048
320,2025-02-11, Bengaluru , Hebbal ,13.037659170036038,77.55068989841527,6.84,934,Mixed Use,51.5,-1.76,-1.18,North,560001
714,2024-08-17, Bengaluru , Shivajinagar ,12.922500955112925,77.63793025866141,4.94,910,Mixed Use,14.9,1.9,39.8,Central,560076
133,2025-11-23, Bengaluru , West ,12.993331685521047,77.62531808346743,18.75,889,Mixed Use,29.2,8.24,39.83,West,560076
51,2025-05-20, Bengaluru , RR Nagar ,12.85304681383743,77.77586968286687,14.61,888,Industrial,30.3,11.11,21.81,West,560048
239,2024-03-05, Bengaluru , West ,13.16122249424496,77.45171494660755,15.54,907,Residential,54.9,0.6,-4.96,West,560102
565,2024-03-03, Bengaluru ,,13.12748622667649,77.62788403536962,18.96,884,Mixed Use,48.3,10.75,0.6,South,560102
593,2025-06-20, Bengaluru , RR Nagar ,12.938444794058116,77.65885432351115,2.68,947,Mixed Use,44.3,12.77,-1.09,West,560001
451,2024-01-17, Bengaluru , North ,13.145889180278624,77.55407587868424,4.52,963,Commercial,58.3,13.79,39.0,North,560064
32,2024-12-05, Bengaluru , Dasarahalli ,12.956545998285732,77.64871659425427,-3.48,918,Residential,42.2,2.24,18.24,West,560102
122,2025-04-18, Bengaluru , Mahadevapura ,13.139104841697797,77.77815333695894,9.86,859,Residential,23.6,1.33,10.08,East,560078
212,2025-12-26, Bengaluru , Bommanahalli ,13.127056139023924,77.61790454658274,16.14,867,Residential,39.4,12.22,30.4,South,560034
352,2025-03-17, Bengaluru ,,13.069463734856887,77.6712148849311,10.72,883,Mixed Use,45.1,0.68,23.92,West,560001
455,2025-08-05, Bengaluru , Bommanahalli ,13.000742148038077,77.6142774561599,3.76,959,Industrial,59.4,14.98,31.0,South,560064
303,2025-07-27, Bengaluru , South ,12.905459133913842,77.75018500530057,7.31,871,Residential,46.9,7.32,35.82,South,560078
709,2025-10-30, Bengaluru , North ,13.091981881032117,77.58555361462967,-1.31,926,Mixed Use,56.1,1.47,39.86,North,560048
89,2024-08-19, Bengaluru , West ,13.083113225725135,77.74074467447817,9.73,925,Commercial,30.8,11.1,5.37,West,560078
326,2025-12-22, Bengaluru , North ,12.981311303305734,77.55163888672423,14.9,915,Commercial,52.4,9.77,15.48,North,560034
324,2024-06-05,, Shivajinagar ,13.156128763460455,77.79872335349438,18.41,963,Institutional,22.1,0.68,27.73,Central,560037
256,2025-01-20, Bengaluru , CV Raman Nagar ,13.033694108721535,77.53390807012126,17.63,904,Mixed Use,55.8,5.3,27.91,East,560034
746,2024-07-25, Bengaluru , Yelahanka ,12.874479727589879,77.7902178080658,3.15,885,Industrial,30.9,5.08,-4.63,North,560037
571,2024-07-11, Bengaluru , Dasarahalli ,12.888363229873521,77.65864711307471,13.4,898,Commercial,35.8,13.73,38.04,West,560064
546,2024-12-15, Bengaluru , Dasarahalli ,13.176679208659772,77.68154411612318,13.13,865,Commercial,36.1,2.22,16.12,West,560001
551,2025-10-10, Bengaluru , Yelahanka ,13.048840439033151,77.70128484443647,13.11,931,Residential,33.9,5.71,32.74,North,560064
360,2025-05-30, Bengaluru , South ,12.936601978497837,77.76981565514507,12.91,911,Mixed Use,49.8,8.01,4.18,South,560037
52,2024-09-10, Bengaluru , East ,13.018591466496945,77.64061581689131,9.96,876,Industrial,16.5,4.58,39.48,East,560102
109,2024-12-12, Bengaluru , RR Nagar ,12.879279729795693,77.46784912617642,17.74,967,Residential,40.2,13.6,26.79,West,560034
208,2024-04-06, Bengaluru , RR Nagar ,12.903576463264562,77.54466419136223,8.17,912,Institutional,23.3,14.09,7.76,West,560048
489,2024-07-07, Bengaluru , West ,13.113828237126015,77.53183808153733,16.49,896,Institutional,9.6,-1.68,17.2,West,560102
103,2025-10-22, Bengaluru , Dasarahalli ,13.016936784498453,77.72233266513932,7.26,935,Residential,40.8,11.43,22.0,West,560001
196,2024-07-24, Bengaluru ,,13.087944545245866,77.643847478297,15.97,880,Residential,5.9,5.94,33.17,Central,560048
680,2024-03-30, Bengaluru , Shivajinagar ,13.018349536228678,77.5142091651401,13.97,933,Residential,55.3,6.94,22.87,Central,560037
82,2024-11-04, Bengaluru , North ,13.066066358269065,77.70316763300147,15.16,939,Industrial,19.2,14.19,39.77,North,560037
629,2025-02-23, Bengaluru , South ,13.17539342203154,77.65696947491097,12.13,961,Institutional,44.2,11.3,35.22,South,560076
125,2024-05-04, Bengaluru , CV Raman Nagar ,13.182803052766596,77.55063299603437,13.83,880,,55.7,13.23,-1.2,East,560037
405,2025-10-10, Bengaluru , East ,13.058366854580614,77.72144593309301,8.52,903,Residential,29.2,-0.89,28.65,East,560076
731,2024-02-19, Bengaluru , RR Nagar ,13.087180016859161,77.75373055919222,17.92,862,,114.3,0.95,14.21,West,560034
288,2024-02-26, Bengaluru ,,13.025841043873928,77.76453267224153,19.21,980,Commercial,12.9,8.36,31.15,East,560078
627,2025-10-10, Bengaluru ,,13.014437023217093,77.56695992311128,11.06,925,Residential,35.8,1.89,6.12,South,560078
72,2024-03-23, Bengaluru , Dasarahalli ,12.893297898742519,77.78749492552565,8.74,929,Mixed Use,81.7,0.52,19.37,West,560102
726,2024-04-12, Bengaluru , Bommanahalli ,13.014410952620619,77.64546896866723,17.53,935,Institutional,38.3,12.89,1.6,South,560034
588,2024-02-25, Bengaluru , Mahadevapura ,12.946533807310013,77.5155767563305,7.81,853,Industrial,23.6,2.98,-0.77,East,560102
608,2025-06-30, Bengaluru , Dasarahalli ,13.120580363385386,77.65917658742904,3.96,969,Residential,27.7,5.33,32.61,West,560102
434,2025-04-30, Bengaluru , North ,12.993117147808913,77.6456198331036,5.99,856,Institutional,93.7,11.88,10.46,North,560078
675,2025-12-06, Bengaluru , Yelahanka ,12.877936885846538,77.72566181080414,19.65,896,Institutional,35.6,14.64,19.05,North,560102
264,2024-09-16, Bengaluru , East ,13.092234860247412,77.53948007766319,8.91,915,Residential,8.1,9.28,4.56,East,560076
66,2025-12-21, Bengaluru , North ,13.06567336898553,77.51789341859312,14.99,874,Residential,40.3,6.52,13.88,North,560048
76,2024-07-27, Bengaluru ,,13.146701036534376,77.73420665646951,16.94,923,Commercial,88.5,0.69,9.36,West,560078
467,2024-06-28, Bengaluru , Yelahanka ,13.15334975139025,77.48897524351507,18.19,851,Commercial,47.4,6.31,0.13,North,560048
300,2024-06-28, Bengaluru , Shivajinagar ,13.12779389599603,77.66911133570977,10.3,858,Institutional,36.7,5.13,34.66,Central,560076
535,2025-08-12, Bengaluru , East ,13.107743572846708,77.58343539625768,5.99,909,,14.6,3.34,28.21,East,560001
585,2025-11-03, Bengaluru , South ,13.016048783737558,77.48465485101038,6.23,877,Institutional,15.9,8.29,19.71,South,560037
494,2024-02-14, Bengaluru , Hebbal ,13.156680822160002,77.46569806374266,16.02,946,Residential,16.0,-2.4,28.09,North,560037
528,2025-10-27, Bengaluru , Shivajinagar ,13.19736572296512,77.78728081294524,11.18,903,Mixed Use,101.6,11.36,4.7,Central,560102
169,2025-10-10, Bengaluru ,,13.127165801812367,77.72756473219664,16.44,886,Industrial,23.8,3.53,33.39,South,560048
